,PARK,BOROUGH,QUARTER,CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL,CRIME OCCURED,VICIOUS CRIMES
2566,GRAVESEND PARK,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2567,DR. CHARLES R. DREW PARK,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2568,TRINITY PARK,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2569,MADISON SQUARE PARK,MANHATTAN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,1,0.0
2570,ELMHURST PARK,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2571,FORT HAMILTON ATHLETIC FIELD,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2572,AMBROSINI FIELD,BRONX,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2573,CLEARVIEW PARK,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2574,RALPH DEMARCO PARK,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2575,WINGATE PARK,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3,1,0.0
2576,UNNAMED PARK ON DRUMGOOLE ROAD & HUGUENOT AVENUE,STATEN ISLAND,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2577,DE WITT CLINTON PARK,MANHATTAN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2578,UNNAMED PARK ON BOUNDARY AVENUE,STATEN ISLAND,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2579,VAN VOORHEES PARK,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2580,HALLETS COVE PLAYGROUND,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2581,MCKINLEY PARK,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0.0
2582,SOUTHERN FIELDS,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2583,DEVOE PARK,BRONX,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0.0
2584,ST. MICHAEL'S PLAYGROUND,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2585,KENNEDY PLAYGROUND,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2586,MAFERA PARK,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2587,SEAGIRT AVE WETLANDS,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2588,JOHN PAUL JONES PARK,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2589,WALKER PARK,STATEN ISLAND,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2590,OLD PLACE CREEK PARK,STATEN ISLAND,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2591,HOOVER - MANTON PLAYGROUNDS,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2592,GEN. DOUGLAS MACARTHUR PARK,STATEN ISLAND,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2593,GROVER CLEVELAND PLAYGROUND,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,1,0.0
2594,POLICE OFFICER EDWARD BYRNE PARK,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2595,CYPRESS HILLS PLAYGROUND,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2596,SETH LOW PLAYGROUND/ BEALIN SQUARE,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,1,0.0
2597,KELLY PARK,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2598,SOCRATES SCULPTURE PARK,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2599,BEACH 9 PLAYGROUND,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2600,SOUTH BEACH WETLANDS,STATEN ISLAND,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2601,NAPLES PLAYGROUND,STATEN ISLAND,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2602,RAOUL WALLENBERG FOREST,BRONX,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2603,WEST HARLEM PIERS,MANHATTAN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2604,SPORTS PARK,STATEN ISLAND,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2605,WASHINGTON'S WALK,BRONX,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2606,CAMBRIA PLAYGROUND,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2607,MARCONI PARK,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2608,VALENTINO PIER,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2609,GRANITEVILLE QUARRY PARK,STATEN ISLAND,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2610,MONTBELLIER PARK,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2611,QUARRY BALLFIELDS,BRONX,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2612,RICHMAN (ECHO) PARK,BRONX,3,ONE ACRE OR LARGER,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0.0
2613,JEROME PARK,BRONX,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2614,CORLEARS HOOK PARK,MANHATTAN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2615,"PHIL """"SCOOTER"""" RIZZUTO PARK",QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2616,ASPHALT GREEN,MANHATTAN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0.0
2617,FABER POOL AND PARK,STATEN ISLAND,3,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0
2618,MACHATE CIRCLE,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2619,HAMILTON FISH PARK,MANHATTAN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,1,0.0
2620,TIFFANY STREET PIER,BRONX,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2621,KINGDOM POND PARK,STATEN ISLAND,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2622,COLUMBUS PARK BROOKLYN,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2623,STAPLETON PLAYGROUND,STATEN ISLAND,3,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0
2624,STERNBERG PARK,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0
2625,COLUCCI PLAYGROUND,BRONX,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2626,NORTHERLEIGH PARK,STATEN ISLAND,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2627,STUYVESANT SQUARE,MANHATTAN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2628,LAST CHANCE POND PARK,STATEN ISLAND,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2629,FORDHAM LANDING PLAYGROUND,BRONX,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2630,CHELSEA PARK,MANHATTAN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,1,0.0
2631,NORTH 5TH STREET PIER AND PARK,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2632,HAGGERTY PARK,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2633,JACOB H. SCHIFF PLAYGROUND,MANHATTAN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2634,GRANT PARK,BRONX,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2635,EAST ELMHURST PLAYGROUND,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2636,JOSEPH AUSTIN PLAYGROUND,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2637,UNNAMED PARK ON ROCKAWAY BOARDWALK & CREST ROAD,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2638,LINCOLN CENTER PLAZA,MANHATTAN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2639,INGRAM WOODS,STATEN ISLAND,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2640,FARM PLAYGROUND,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2641,HINTON PARK,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2642,LOUIS PASTEUR PARK,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2643,WHITEY FORD FIELD,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2644,POMONOK PLAYGROUND,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2645,CLAWSON PLAYGROUND,STATEN ISLAND,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2646,BENNETT REST,MANHATTAN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2647,GOVERNOR SMITH PLAYGROUND,BRONX,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2648,PAERDEGAT PARK,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2649,AMERSFORT PARK,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0.0
2650,CITY LINE PARK,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0
2651,BAILEY PLAYGROUND,BRONX,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2652,NAUTILUS PLAYGROUND QUEENS,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2653,VINMONT VETERAN PARK,BRONX,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2654,MCDONALD PLAYGROUND BROOKLYN,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2655,THE OLDE TOWNE OF FLUSHING BURIAL GROUND,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2656,WEGENER PARK,STATEN ISLAND,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2657,UNNAMED PARK ON BEACH CHANNEL DRIVE & BEACH 89TH TO OLD BEACH 88TH STREET,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2658,JULIO CARBALLO FIELDS,BRONX,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2659,GRADY PLAYGROUND,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2660,CO-OP CITY FIELD,BRONX,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2661,BREININGER PARK,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2662,ST. MICHAEL'S PARK,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2663,GREENWOOD PLAYGROUND,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2664,ST. ANDREW'S PLAYGROUND,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0
2665,SEWARD PARK,MANHATTAN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0.0
2666,BEHAGEN PLAYGROUND,BRONX,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2667,DUGAN PLAYGROUND,STATEN ISLAND,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2668,EVERGREEN PARK,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2669,JOHN JAY PARK,MANHATTAN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4,1,0.0
2670,UNIVERSITY WOODS,BRONX,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2671,WATSON GLEASON PLAYGROUND,BRONX,3,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0
2672,TOTTENVILLE POOL,STATEN ISLAND,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2673,VITO LOCASCIO FIELD,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2674,CALLAHAN-KELLY PLAYGROUND,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2675,JUDGE MOSES WEINSTEIN PLAYGROUND,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2676,COLUMBUS PARK AT MANHATTAN,MANHATTAN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0.0
2677,GREENCROFT PLAYGROUND,STATEN ISLAND,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2678,SCARANGELLA PARK,BROOKLYN,3,ONE ACRE OR LARGER,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0
2679,SARATOGA PARK,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0
2680,BILL BROWN PLAYGROUND,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2681,NOBLE PLAYGROUND,BRONX,3,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0
2682,JAMAICA PLAYGROUND,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2683,MARCY PLAYGROUND,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2684,LYONS POOL,STATEN ISLAND,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2685,WAYANDA PARK,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2686,AMERICAN VETERANS MEMORIAL PIER,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2687,HOLCOMBE RUCKER PARK,MANHATTAN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2688,JESSE OWENS PLAYGROUND,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2689,EAST RIVER WALK,MANHATTAN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2690,PARK OF THE AMERICAS,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0
2691,BROOKLYN HEIGHTS PROMENADE,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2692,J.J. BYRNE PLAYGROUND,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,1,0.0
2693,HERO PARK,STATEN ISLAND,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2694,NOSTRAND PLAYGROUND,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2695,FORT INDEPENDENCE PLAYGROUND,BRONX,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2696,BROWNSVILLE PLAYGROUND,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0.0
2697,GRANDVIEW PLAYGROUND,STATEN ISLAND,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2698,LAWRENCE VIRGILIO PLAYGROUND,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2699,JACOB JOFFE FIELDS,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2700,CLASSON PLAYGROUND AT CLASSON AVENUE & KENT,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2701,UTOPIA PLAYGROUND,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2702,BATH BEACH PARK,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2703,GLEN OAKS OVAL,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2704,MERRIAM PLAYGROUND,BRONX,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2705,POSEIDON PLAYGROUND,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2706,ROBERT E. VENABLE PARK,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2707,LEFFERTS PLAYGROUND,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2708,WALT WHITMAN PARK,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2709,WESTERLEIGH PARK,STATEN ISLAND,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2710,PETERS FIELD,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2711,DELPHIN H. GREENE PLAYGROUND,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2712,HOFFMAN PARK,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2713,MARKHAM PLAYGROUND,STATEN ISLAND,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2714,SPERANDEO BROTHERS PLAYGROUND,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2715,BUSHWICK PLAYGROUND ON KNICKERBOCKER AVENUE,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2716,IRVING SQUARE PARK,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2717,ST. VARTAN PARK,MANHATTAN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,1,0.0
2718,RAVENSWOOD PLAYGROUND,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2719,GORMAN PLAYGROUND,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2720,LOUIS CUVILLIER PARK,MANHATTAN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2721,GRACE PLAYGROUND,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2722,GREEN CENTRAL KNOLL,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2723,DETECTIVE WILLIAM T. GUNN PARK,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2724,HOLY COW PLAYGROUND,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2725,BAYSIDE FIELDS,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2726,HICKMAN PLAYGROUND,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2727,ARBUTUS WOODS PARK,STATEN ISLAND,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2728,STARS & STRIPES PLAYGROUND,BRONX,3,ONE ACRE OR LARGER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0
2729,P.O. SERRANO PLAYGROUND,BRONX,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2730,COLEMAN PLAYGROUND,MANHATTAN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2731,MARGARET I. CARMAN GREEN - WEEPING BEECH,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2732,KATHY REILLY TRIANGLE,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2733,RIVERDALE PLAYGROUND,BRONX,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2734,MARIE CURIE PARK,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2735,EDENWALD PLAYGROUND,BRONX,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2736,THOMAS GREENE PLAYGROUND,BROOKLYN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2737,MURRAY PLAYGROUND,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2738,BATHGATE PLAYGROUND,BRONX,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2739,BIG BUSH PARK,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2740,JOSEPH RODMAN DRAKE PARK,BRONX,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2741,INDEPENCE PARK SYLVAN GROVE CEMETERY,STATEN ISLAND,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2742,ALLEY PARK,QUEENS,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2743,FREDERICK JOHNSON PLAYGROUND,MANHATTAN,3,ONE ACRE OR LARGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
